"","HHId","ComunID","ComunSize","Round","Animals.value","TraditionalAssets.value","IndustrialAssets.value","Total.value","Nfields","HHmale","HHAge","route.distance.SB","HHWealthZ","HHWealthAZ","HHWealthTZ","HHWealthIZ","AgeCorWealth","AgeCorWealthA","AgeCorWealthT","AgeCorWealthI","Gini.2","Gini.AgeCor.2","WealthCnt.2","Gini.3","Gini.AgeCor.3","WealthCnt.3","Gini","Gini.AgeCor","MeanWealth","MeanWealth.AgeCor","MeanWealthZ","MedianWealth","MedianWealth.AgeCor","MedianWealthZ","HHCnt","HHSize"
"559","HH0457",51,346,2,92.5,570,708.81,1371.31,3,1,26,107,-1.079,-0.965,-0.232,-0.621,3767.54612737134,189.97477596997,1240.35455523306,2866.86929553756,0.263939131677229,0.226845579918875,64,0.348932590834701,0.299183770278146,31,0.28866811946978,0.237993158808145,8082.90831081081,10264.1328430444,0.373628378378378,7430.6075,10364.2783011121,0.549,74,5
"560","HH0458",51,346,2,165,2050,830.665,3045.665,2,1,40,107,-1.089,-1.001,0.478,-1.456,3738.72988642056,179.281020169065,2308.33404841501,1505.80024396635,0.263939131677229,0.226845579918875,64,0.348932590834701,0.299183770278146,31,0.28866811946978,0.237993158808145,8082.90831081081,10264.1328430444,0.373628378378378,7430.6075,10364.2783011121,0.549,74,1
"561","HH0459",51,346,3,7300,2720,4653.315,14673.315,0,1,44,107,1.356,1.633,0.773,0.569,15621.959665996,7764.10288454604,2914.31049242541,5929.5325092249,0.263939131677229,0.226845579918875,64,0.348932590834701,0.299183770278146,31,0.28866811946978,0.237993158808145,8082.90831081081,10264.1328430444,0.373628378378378,7430.6075,10364.2783011121,0.549,74,8
"562","HH0459",51,346,2,882.5,3090,4401.23,8373.73,3,1,38,107,0.513,0.263,1.04,0.54,10167.4073662901,1084.37720023572,3561.84161707866,5835.39184329045,0.263939131677229,0.226845579918875,64,0.348932590834701,0.299183770278146,31,0.28866811946978,0.237993158808145,8082.90831081081,10264.1328430444,0.373628378378378,7430.6075,10364.2783011121,0.549,74,8
"563","HH0460",51,346,3,6295,2420,4988.075,13703.075,1,1,41,107,1.296,1.582,0.688,0.786,15179.432027698,7180.97747048182,2729.2374198025,6661.71896666057,0.263939131677229,0.226845579918875,64,0.348932590834701,0.299183770278146,31,0.28866811946978,0.237993158808145,8082.90831081081,10264.1328430444,0.373628378378378,7430.6075,10364.2783011121,0.549,74,8
"564","HH0460",51,346,2,3737.5,2760,4550.66,11048.16,3,1,35,107,1.187,1.402,1.003,0.773,14387.7653559591,5471.89022662858,3465.14954306127,6614.5827531367,0.263939131677229,0.226845579918875,64,0.348932590834701,0.299183770278146,31,0.28866811946978,0.237993158808145,8082.90831081081,10264.1328430444,0.373628378378378,7430.6075,10364.2783011121,0.549,74,8
"565","HH0461",51,346,2,4865,4720,5431.94,15016.94,2,1,48,107,1.315,1.348,1.451,0.512,15314.0811320638,5044.4747499585,4772.65961577844,5747.65083179298,0.263939131677229,0.226845579918875,64,0.348932590834701,0.299183770278146,31,0.28866811946978,0.237993158808145,8082.90831081081,10264.1328430444,0.373628378378378,7430.6075,10364.2783011121,0.549,74,14
"566","HH0461",51,346,3,1860,3120,6235.64,11215.64,3,1,54,107,0.737,0.593,0.863,0.846,11456.4543114957,1708.44221147927,3121.17883442953,6875.12429374468,0.263939131677229,0.226845579918875,64,0.348932590834701,0.299183770278146,31,0.28866811946978,0.237993158808145,8082.90831081081,10264.1328430444,0.373628378378378,7430.6075,10364.2783011121,0.549,74,14
"567","HH0462",51,346,3,695,5455,4789.475,10939.475,NA,1,27,107,1.674,0.429,2.157,1.675,18146.3658765755,1361.26994378446,7600.74479256096,10322.6239171044,0.263939131677229,0.226845579918875,64,0.348932590834701,0.299183770278146,31,0.28866811946978,0.237993158808145,8082.90831081081,10264.1328430444,0.373628378378378,7430.6075,10364.2783011121,0.549,74,2
"568","HH0463",51,346,2,11845,460,5748.82,18053.82,NA,1,23,107,2.892,2.321,-0.219,2.397,30681.0630902306,23434.7273287703,1255.61727849385,14203.0884420903,0.263939131677229,0.226845579918875,64,0.348932590834701,0.299183770278146,31,0.28866811946978,0.237993158808145,8082.90831081081,10264.1328430444,0.373628378378378,7430.6075,10364.2783011121,0.549,74,6
"569","HH0463",51,346,3,482.5,270,7175.41,7927.91,NA,1,29,107,1.156,0.031,-1.02,2.135,14169.7850746102,790.212983830832,529.603663485364,12696.0066392995,0.263939131677229,0.226845579918875,64,0.348932590834701,0.299183770278146,31,0.28866811946978,0.237993158808145,8082.90831081081,10264.1328430444,0.373628378378378,7430.6075,10364.2783011121,0.549,74,6
"570","HH0464",51,346,2,1870,2780,4412.175,9062.175,6,1,40,107,0.563,0.784,0.857,0.45,10443.2687295829,2232.94763238806,3106.30465408688,5555.1291514161,0.263939131677229,0.226845579918875,64,0.348932590834701,0.299183770278146,31,0.28866811946978,0.237993158808145,8082.90831081081,10264.1328430444,0.373628378378378,7430.6075,10364.2783011121,0.549,74,4
"571","HH0465",51,346,3,960,6890,8412.31,16262.31,2,1,42,107,1.559,0.191,1.835,1.661,17203.5259611313,982.582689134844,6178.53294877508,10258.8660356131,0.263939131677229,0.226845579918875,64,0.348932590834701,0.299183770278146,31,0.28866811946978,0.237993158808145,8082.90831081081,10264.1328430444,0.373628378378378,7430.6075,10364.2783011121,0.549,74,8
"572","HH0465",51,346,2,782.5,2320,5448.91,8551.41,2,1,36,107,0.668,0.224,0.74,0.991,11043.4307238799,1028.08899787363,2841.02147155036,7408.89821318162,0.263939131677229,0.226845579918875,64,0.348932590834701,0.299183770278146,31,0.28866811946978,0.237993158808145,8082.90831081081,10264.1328430444,0.373628378378378,7430.6075,10364.2783011121,0.549,74,8
"573","HH0466",51,346,2,550,2760,4392.035,7702.035,3,1,38,107,0.372,-0.101,0.894,0.536,9413.75841764543,660.487912543366,3194.81020494686,5825.17369406259,0.263939131677229,0.226845579918875,64,0.348932590834701,0.299183770278146,31,0.28866811946978,0.237993158808145,8082.90831081081,10264.1328430444,0.373628378378378,7430.6075,10364.2783011121,0.549,74,6
"574","HH0466",51,346,3,1545,2730,1494.365,5769.365,4,1,44,107,-0.194,0.53,0.777,-1.068,6778.94963453292,1566.19856663802,2923.32439088565,2069.43678661244,0.263939131677229,0.226845579918875,64,0.348932590834701,0.299183770278146,31,0.28866811946978,0.237993158808145,8082.90831081081,10264.1328430444,0.373628378378378,7430.6075,10364.2783011121,0.549,74,6
"575","HH0467",51,346,2,785,410,1747.03,2942.03,NA,1,25,107,0.12,0.685,-0.484,0.333,8161.43168153201,1942.19122306909,968.052493884781,5200.13653399763,0.263939131677229,0.226845579918875,64,0.348932590834701,0.299183770278146,31,0.28866811946978,0.237993158808145,8082.90831081081,10264.1328430444,0.373628378378378,7430.6075,10364.2783011121,0.549,74,4
"576","HH0468",51,346,2,10585,4980,5754.22,21319.22,2,1,39,107,2.262,2.005,1.668,0.921,23588.1685371877,13952.3187461853,5530.03017929417,7147.54496644798,0.263939131677229,0.226845579918875,64,0.348932590834701,0.299183770278146,31,0.28866811946978,0.237993158808145,8082.90831081081,10264.1328430444,0.373628378378378,7430.6075,10364.2783011121,0.549,74,10
"577","HH0469",51,346,2,3605,2370,1248.995,7223.995,4,1,23,107,1.627,1.758,1.783,0.14,17759.9829121205,9420.71222732255,5972.42095999819,4650.5704646222,0.263939131677229,0.226845579918875,64,0.348932590834701,0.299183770278146,31,0.28866811946978,0.237993158808145,8082.90831081081,10264.1328430444,0.373628378378378,7430.6075,10364.2783011121,0.549,74,4
"578","HH0470",51,346,3,1085,660,4442.68,6187.68,3,1,42,107,-0.02,0.286,-0.66,0.563,7523.68279161271,1120.20327294229,804.721105769082,5910.01581558546,0.263939131677229,0.226845579918875,64,0.348932590834701,0.299183770278146,31,0.28866811946978,0.237993158808145,8082.90831081081,10264.1328430444,0.373628378378378,7430.6075,10364.2783011121,0.549,74,9
"579","HH0470",51,346,2,1557.5,3045,4284.43,8886.93,3,1,36,107,0.733,0.747,1.087,0.613,11431.3868231779,2119.8818862582,3686.70524543313,6074.92625870877,0.263939131677229,0.226845579918875,64,0.348932590834701,0.299183770278146,31,0.28866811946978,0.237993158808145,8082.90831081081,10264.1328430444,0.373628378378378,7430.6075,10364.2783011121,0.549,74,9
"580","HH0471",51,346,2,1072.5,2410,4504.07,7986.57,3,1,35,107,0.626,0.496,0.83,0.757,10804.8168653437,1493.56452749451,3043.87655265218,6559.5064638947,0.263939131677229,0.226845579918875,64,0.348932590834701,0.299183770278146,31,0.28866811946978,0.237993158808145,8082.90831081081,10264.1328430444,0.373628378378378,7430.6075,10364.2783011121,0.549,74,6
"581","HH0472",51,346,2,1875,2460,4685.955,9020.955,3,1,35,107,0.832,0.914,0.856,0.818,12034.9495492665,2681.94455210436,3104.31853738856,6774.22151029677,0.263939131677229,0.226845579918875,64,0.348932590834701,0.299183770278146,31,0.28866811946978,0.237993158808145,8082.90831081081,10264.1328430444,0.373628378378378,7430.6075,10364.2783011121,0.549,74,7
"582","HH0473",51,346,2,2945,2570,3057.745,8572.745,2,0,61,107,0.163,0.949,0.706,-0.44,8365.53004139701,2819.38388327423,2766.6392689712,3240.26780897237,0.263939131677229,0.226845579918875,64,0.348932590834701,0.299183770278146,31,0.28866811946978,0.237993158808145,8082.90831081081,10264.1328430444,0.373628378378378,7430.6075,10364.2783011121,0.549,74,8
"583","HH0474",51,346,3,447.5,210,4313.665,4971.165,4,1,50,107,-0.589,-0.47,-1.69,0.256,5281.18799259397,396.067505685051,189.952979626664,4975.86681814939,0.263939131677229,0.226845579918875,64,0.348932590834701,0.299183770278146,31,0.28866811946978,0.237993158808145,8082.90831081081,10264.1328430444,0.373628378378378,7430.6075,10364.2783011121,0.549,74,3
"584","HH0474",51,346,2,165,2420,4227.88,6812.88,2,1,44,107,-0.045,-1.034,0.612,0.232,7410.82328004592,169.963702842271,2569.79902020025,4908.2805947686,0.263939131677229,0.226845579918875,64,0.348932590834701,0.299183770278146,31,0.28866811946978,0.237993158808145,8082.90831081081,10264.1328430444,0.373628378378378,7430.6075,10364.2783011121,0.549,74,3
"585","HH0475",51,346,2,527.5,620,1047.58,2195.08,NA,1,29,107,-0.73,0.171,-0.355,-0.523,4809.58166253512,956.786697836351,1101.40949441855,3064.20092781543,0.263939131677229,0.226845579918875,64,0.348932590834701,0.299183770278146,31,0.28866811946978,0.237993158808145,8082.90831081081,10264.1328430444,0.373628378378378,7430.6075,10364.2783011121,0.549,74,5
"586","HH0475",51,346,3,3432.5,4710,473.92,8616.42,NA,1,35,107,0.818,1.303,1.548,-1.63,11944.2453352731,4721.8561706509,5099.39978021302,1288.87951961128,0.263939131677229,0.226845579918875,64,0.348932590834701,0.299183770278146,31,0.28866811946978,0.237993158808145,8082.90831081081,10264.1328430444,0.373628378378378,7430.6075,10364.2783011121,0.549,74,5
"587","HH0476",51,346,2,130,460,465.1,1055.1,NA,1,28,107,-1.607,-0.844,-0.579,-1.046,2498.1580811816,229.400847563438,877.180127831268,2104.1109032422,0.263939131677229,0.226845579918875,64,0.348932590834701,0.299183770278146,31,0.28866811946978,0.237993158808145,8082.90831081081,10264.1328430444,0.373628378378378,7430.6075,10364.2783011121,0.549,74,2
"588","HH0477",51,346,2,415,560,1034.29,2009.29,NA,1,36,107,-1.409,-0.266,-0.779,-1.047,2932.41035083205,526.311451850653,704.813864887048,2102.14044856081,0.263939131677229,0.226845579918875,64,0.348932590834701,0.299183770278146,31,0.28866811946978,0.237993158808145,8082.90831081081,10264.1328430444,0.373628378378378,7430.6075,10364.2783011121,0.549,74,6
"589","HH0478",51,346,3,5330,570,5557.445,11457.445,5,1,63,107,0.748,1.284,-0.75,0.668,11522.4461857886,4589.74284254982,728.419672635735,6256.81815636887,0.263939131677229,0.226845579918875,64,0.348932590834701,0.299183770278146,31,0.28866811946978,0.237993158808145,8082.90831081081,10264.1328430444,0.373628378378378,7430.6075,10364.2783011121,0.549,74,8
"590","HH0479",51,346,3,367.5,560,390.6,1318.1,NA,1,25,107,-1.018,0.033,-0.07,-0.938,3936.05095226168,792.430358435553,1442.73173684712,2283.48640335972,0.263939131677229,0.226845579918875,64,0.348932590834701,0.299183770278146,31,0.28866811946978,0.237993158808145,8082.90831081081,10264.1328430444,0.373628378378378,7430.6075,10364.2783011121,0.549,74,3
"591","HH0480",51,346,2,1147.5,820,2278.275,4245.775,2,0,61,107,-0.864,0.327,-0.557,-0.813,4388.06109409524,1184.12058169279,897.726371652784,2503.26568894947,0.263939131677229,0.226845579918875,64,0.348932590834701,0.299183770278146,31,0.28866811946978,0.237993158808145,8082.90831081081,10264.1328430444,0.373628378378378,7430.6075,10364.2783011121,0.549,74,3
"592","HH0481",51,346,2,257.5,4760,5265.615,10283.115,2,0,66,107,0.566,-0.606,1.72,0.48,10460.1936715053,326.348860700327,5727.39557358818,5645.97947189203,0.263939131677229,0.226845579918875,64,0.348932590834701,0.299183770278146,31,0.28866811946978,0.237993158808145,8082.90831081081,10264.1328430444,0.373628378378378,7430.6075,10364.2783011121,0.549,74,7
"593","HH0482",51,346,2,135,3070,4627.545,7832.545,2,1,55,107,-0.003,-1.167,0.848,0.109,7596.86015926064,135.477081427849,3084.56894896954,4566.0721073549,0.263939131677229,0.226845579918875,64,0.348932590834701,0.299183770278146,31,0.28866811946978,0.237993158808145,8082.90831081081,10264.1328430444,0.373628378378378,7430.6075,10364.2783011121,0.549,74,9
"594","HH0482",51,346,3,120,2200,1364.22,3684.22,2,1,62,107,-1,-1.335,0.575,-1.319,3986.68884342892,99.1931381758023,2496.05783882861,1691.6479618905,0.263939131677229,0.226845579918875,64,0.348932590834701,0.299183770278146,31,0.28866811946978,0.237993158808145,8082.90831081081,10264.1328430444,0.373628378378378,7430.6075,10364.2783011121,0.549,74,9
"595","HH0483",51,346,3,675,475,5164.345,6314.345,NA,1,59,107,-0.225,-0.132,-0.983,0.494,6649.5225766467,632.53392752901,554.918554972116,5692.40451353382,0.263939131677229,0.226845579918875,64,0.348932590834701,0.299183770278146,31,0.28866811946978,0.237993158808145,8082.90831081081,10264.1328430444,0.373628378378378,7430.6075,10364.2783011121,0.549,74,2
"596","HH0484",51,346,3,1642.5,730,4804.725,7177.225,2,1,41,107,0.251,0.624,-0.547,0.725,8796.30777841349,1783.15551966939,907.008925149557,6450.50093657556,0.263939131677229,0.226845579918875,64,0.348932590834701,0.299183770278146,31,0.28866811946978,0.237993158808145,8082.90831081081,10264.1328430444,0.373628378378378,7430.6075,10364.2783011121,0.549,74,7
"597","HH0484",51,346,2,2437.5,1145,2556.125,6138.625,1,1,35,107,0.2,1.103,-0.041,-0.032,8546.66505007427,3522.54675436087,1480.69433191658,4196.79605440559,0.263939131677229,0.226845579918875,64,0.348932590834701,0.299183770278146,31,0.28866811946978,0.237993158808145,8082.90831081081,10264.1328430444,0.373628378378378,7430.6075,10364.2783011121,0.549,74,7
"598","HH0485",51,346,2,185,410,1516.325,2111.325,2,1,81,107,-0.688,-0.249,-0.621,-0.298,4945.72220381576,538.768046054959,838.647643353927,3554.87838547509,0.263939131677229,0.226845579918875,64,0.348932590834701,0.299183770278146,31,0.28866811946978,0.237993158808145,8082.90831081081,10264.1328430444,0.373628378378378,7430.6075,10364.2783011121,0.549,74,1
"599","HH0486",51,346,2,2095,2720,1865.39,6680.39,2,1,64,107,-0.155,0.767,0.851,-0.911,6940.18803791446,2177.88481261091,3091.49691685222,2330.22839527449,0.263939131677229,0.226845579918875,64,0.348932590834701,0.299183770278146,31,0.28866811946978,0.237993158808145,8082.90831081081,10264.1328430444,0.373628378378378,7430.6075,10364.2783011121,0.549,74,5
"600","HH0487",51,346,3,222.5,270,1973.495,2465.995,NA,1,47,107,-1.672,-0.982,-1.495,-0.844,2365.81494889346,184.906281168239,269.336278405168,2448.28075650689,0.263939131677229,0.226845579918875,64,0.348932590834701,0.299183770278146,31,0.28866811946978,0.237993158808145,8082.90831081081,10264.1328430444,0.373628378378378,7430.6075,10364.2783011121,0.549,74,9
"601","HH0487",51,346,2,1370,2460,1065.095,4895.095,2,1,41,107,-0.468,0.533,0.683,-1.3,5711.45320555593,1571.52392687154,2717.33928001,1719.06904277081,0.263939131677229,0.226845579918875,64,0.348932590834701,0.299183770278146,31,0.28866811946978,0.237993158808145,8082.90831081081,10264.1328430444,0.373628378378378,7430.6075,10364.2783011121,0.549,74,9
"602","HH0488",51,346,2,620,935,2466.54,4021.54,NA,1,33,107,-0.267,0.139,-0.166,0.071,6481.60349044654,915.317365402297,1320.10689718688,4465.61337717684,0.263939131677229,0.226845579918875,64,0.348932590834701,0.299183770278146,31,0.28866811946978,0.237993158808145,8082.90831081081,10264.1328430444,0.373628378378378,7430.6075,10364.2783011121,0.549,74,5
"603","HH0489",51,346,3,3955,900,3983.965,8838.965,NA,1,43,107,0.535,1.232,-0.373,0.353,10285.2878726413,4249.85122546425,1082.22450845114,5259.91172793363,0.263939131677229,0.226845579918875,64,0.348932590834701,0.299183770278146,31,0.28866811946978,0.237993158808145,8082.90831081081,10264.1328430444,0.373628378378378,7430.6075,10364.2783011121,0.549,74,2
"604","HH0490",51,346,2,517.5,2610,5113.105,8240.605,NA,1,32,107,0.945,0.033,1.102,1.192,12747.8065887565,792.716350277734,3725.95712581401,8195.60379156896,0.263939131677229,0.226845579918875,64,0.348932590834701,0.299183770278146,31,0.28866811946978,0.237993158808145,8082.90831081081,10264.1328430444,0.373628378378378,7430.6075,10364.2783011121,0.549,74,3
"605","HH0491",51,346,2,2270,2460,4656.015,9386.015,7,1,46,107,0.453,0.834,0.601,0.316,9839.94910604847,2396.60508613175,2547.63707833995,5149.38719917459,0.263939131677229,0.226845579918875,64,0.348932590834701,0.299183770278146,31,0.28866811946978,0.237993158808145,8082.90831081081,10264.1328430444,0.373628378378378,7430.6075,10364.2783011121,0.549,74,8
"606","HH0491",51,346,3,6572.5,7360,7106.585,21039.085,2,1,52,107,1.848,1.457,1.856,1.121,19648.8938781772,5938.19742227944,6264.12027940487,7908.5216633144,0.263939131677229,0.226845579918875,64,0.348932590834701,0.299183770278146,31,0.28866811946978,0.237993158808145,8082.90831081081,10264.1328430444,0.373628378378378,7430.6075,10364.2783011121,0.549,74,8
"607","HH0492",51,346,3,220,260,278.235,758.235,NA,1,27,107,-2.29,-0.517,-0.929,-1.303,1329.0160863254,370.526574727587,592.468138158088,1713.98835407205,0.263939131677229,0.226845579918875,64,0.348932590834701,0.299183770278146,31,0.28866811946978,0.237993158808145,8082.90831081081,10264.1328430444,0.373628378378378,7430.6075,10364.2783011121,0.549,74,5
"608","HH0493",51,346,2,790,2700,3730.89,7220.89,3,1,35,107,0.46,0.261,0.975,0.477,9879.34160295271,1081.81691458188,3393.22664826814,5637.00406775496,0.263939131677229,0.226845579918875,64,0.348932590834701,0.299183770278146,31,0.28866811946978,0.237993158808145,8082.90831081081,10264.1328430444,0.373628378378378,7430.6075,10364.2783011121,0.549,74,8
"609","HH0494",51,346,2,725,2560,930.055,4215.055,2,1,36,107,-0.439,0.165,0.864,-1.136,5818.73029102717,948.564191462371,3122.76390049517,1962.13222184401,0.263939131677229,0.226845579918875,64,0.348932590834701,0.299183770278146,31,0.28866811946978,0.237993158808145,8082.90831081081,10264.1328430444,0.373628378378378,7430.6075,10364.2783011121,0.549,74,6
"610","HH0495",51,346,2,2445,870,2012.44,5327.44,3,1,28,107,0.664,1.332,0.069,0.235,11023.5807824833,4929.98069857441,1634.1004144558,4915.31980009525,0.263939131677229,0.226845579918875,64,0.348932590834701,0.299183770278146,31,0.28866811946978,0.237993158808145,8082.90831081081,10264.1328430444,0.373628378378378,7430.6075,10364.2783011121,0.549,74,7
"611","HH0496",51,346,2,3845,2830,5535.515,12210.515,2,1,39,107,1.142,1.326,0.901,0.857,14074.286315118,4881.94489699158,3211.98935511977,6912.30511539205,0.263939131677229,0.226845579918875,64,0.348932590834701,0.299183770278146,31,0.28866811946978,0.237993158808145,8082.90831081081,10264.1328430444,0.373628378378378,7430.6075,10364.2783011121,0.549,74,2
"612","HH0497",51,346,2,3350,2755,603.15,6708.15,2,1,34,107,0.424,1.354,1.051,-1.316,9684.29793205521,5093.34504584884,3589.56834993074,1695.63607337009,0.263939131677229,0.226845579918875,64,0.348932590834701,0.299183770278146,31,0.28866811946978,0.237993158808145,8082.90831081081,10264.1328430444,0.373628378378378,7430.6075,10364.2783011121,0.549,74,5
"613","HH0498",51,346,2,127.5,4460,4658.43,9245.93,4,1,44,107,0.478,-1.187,1.426,0.386,9975.78234684601,130.938810891471,4689.24186790178,5357.04173450836,0.263939131677229,0.226845579918875,64,0.348932590834701,0.299183770278146,31,0.28866811946978,0.237993158808145,8082.90831081081,10264.1328430444,0.373628378378378,7430.6075,10364.2783011121,0.549,74,11
"614","HH0498",51,346,3,750,2760,4837.13,8347.13,1,1,50,107,0.285,-0.073,0.726,0.454,8965.59405985765,686.239667136242,2810.25897415993,5565.42853255837,0.263939131677229,0.226845579918875,64,0.348932590834701,0.299183770278146,31,0.28866811946978,0.237993158808145,8082.90831081081,10264.1328430444,0.373628378378378,7430.6075,10364.2783011121,0.549,74,11
"615","HH0499",51,346,3,0,2430,1417.79,3847.79,4,1,31,107,-0.029,-2.332,1.036,-0.286,7485.22679292187,-20.1151327860516,3549.62739058415,3580.43433475072,0.263939131677229,0.226845579918875,64,0.348932590834701,0.299183770278146,31,0.28866811946978,0.237993158808145,8082.90831081081,10264.1328430444,0.373628378378378,7430.6075,10364.2783011121,0.549,74,8
"616","HH0500",51,346,2,797.5,4730,7045.295,12572.795,2,1,46,107,1.003,0.061,1.479,1.037,13131.4703632576,823.923537656245,4865.84992981631,7584.49897787742,0.263939131677229,0.226845579918875,64,0.348932590834701,0.299183770278146,31,0.28866811946978,0.237993158808145,8082.90831081081,10264.1328430444,0.373628378378378,7430.6075,10364.2783011121,0.549,74,4
"617","HH0501",51,346,2,2407.5,2770,3732.55,8910.05,5,1,34,107,0.893,1.124,1.058,0.55,12415.9795880799,3628.36654411894,3608.15136802773,5869.85442661172,0.263939131677229,0.226845579918875,64,0.348932590834701,0.299183770278146,31,0.28866811946978,0.237993158808145,8082.90831081081,10264.1328430444,0.373628378378378,7430.6075,10364.2783011121,0.549,74,8
"618","HH0501",51,346,3,1795,5200,4970.815,11965.815,1,1,40,107,1.101,0.711,1.541,0.818,13790.6925431041,2013.16181370099,5075.7102308156,6774.12501937223,0.263939131677229,0.226845579918875,64,0.348932590834701,0.299183770278146,31,0.28866811946978,0.237993158808145,8082.90831081081,10264.1328430444,0.373628378378378,7430.6075,10364.2783011121,0.549,74,8
"619","HH0502",51,346,2,1162.5,2580,4938.915,8681.415,NA,1,34,107,0.849,0.589,0.966,0.974,12138.0893947388,1698.89258975806,3372.16093135618,7344.56540490917,0.263939131677229,0.226845579918875,64,0.348932590834701,0.299183770278146,31,0.28866811946978,0.237993158808145,8082.90831081081,10264.1328430444,0.373628378378378,7430.6075,10364.2783011121,0.549,74,8
"620","HH0503",51,346,2,1305,410,1255.455,2970.455,NA,1,31,107,-0.509,0.78,-0.851,-0.511,5564.0494472181,2218.81725557601,649.60438997421,3088.88045504271,0.263939131677229,0.226845579918875,64,0.348932590834701,0.299183770278146,31,0.28866811946978,0.237993158808145,8082.90831081081,10264.1328430444,0.373628378378378,7430.6075,10364.2783011121,0.549,74,6
"621","HH0504",51,346,2,305,2410,4608.91,7323.91,1,0,53,107,-0.102,-0.654,0.525,0.12,7165.78943664673,304.49860711423,2398.36647322853,4597.76998145255,0.263939131677229,0.226845579918875,64,0.348932590834701,0.299183770278146,31,0.28866811946978,0.237993158808145,8082.90831081081,10264.1328430444,0.373628378378378,7430.6075,10364.2783011121,0.549,74,5
"622","HH0505",51,346,3,185,2520,1529.005,4234.005,3,1,48,107,-0.815,-1.114,0.64,-1.224,4540.09773688777,148.531144923111,2628.86417827552,1828.40169784019,0.263939131677229,0.226845579918875,64,0.348932590834701,0.299183770278146,31,0.28866811946978,0.237993158808145,8082.90831081081,10264.1328430444,0.373628378378378,7430.6075,10364.2783011121,0.549,74,7
"623","HH0505",51,346,2,165,4370,601.785,5136.785,NA,1,42,107,-0.43,-1.021,1.428,-1.789,5854.35280260272,173.648783830458,4697.71323276212,1108.18144915666,0.263939131677229,0.226845579918875,64,0.348932590834701,0.299183770278146,31,0.28866811946978,0.237993158808145,8082.90831081081,10264.1328430444,0.373628378378378,7430.6075,10364.2783011121,0.549,74,7
"624","HH0506",51,346,2,16002.5,370,4866.005,21238.505,2,1,73,107,2.119,1.923,-0.901,0.606,22172.5956325914,12220.0187795197,612.366837333543,6052.00973764378,0.263939131677229,0.226845579918875,64,0.348932590834701,0.299183770278146,31,0.28866811946978,0.237993158808145,8082.90831081081,10264.1328430444,0.373628378378378,7430.6075,10364.2783011121,0.549,74,2
"625","HH0507",51,346,2,1060,580,1148.38,2788.38,NA,1,24,107,0.159,0.958,-0.059,-0.037,8346.80918274427,2856.67059021383,1456.87116721735,4183.16619828044,0.263939131677229,0.226845579918875,64,0.348932590834701,0.299183770278146,31,0.28866811946978,0.237993158808145,8082.90831081081,10264.1328430444,0.373628378378378,7430.6075,10364.2783011121,0.549,74,4
"626","HH0508",51,346,2,1350,2720,3679.065,7749.065,5,1,37,107,0.438,0.612,0.905,0.329,9759.22704275122,1755.22386049799,3221.71292898305,5187.36084548224,0.263939131677229,0.226845579918875,64,0.348932590834701,0.299183770278146,31,0.28866811946978,0.237993158808145,8082.90831081081,10264.1328430444,0.373628378378378,7430.6075,10364.2783011121,0.549,74,8
"627","HH0509",51,346,3,0,430,424.465,854.465,NA,1,44,107,-3.241,-2.348,-1.081,-2.312,385.601575202753,-21.1776235466054,490.705879633881,623.42528641527,0.263939131677229,0.226845579918875,64,0.348932590834701,0.299183770278146,31,0.28866811946978,0.237993158808145,8082.90831081081,10264.1328430444,0.373628378378378,7430.6075,10364.2783011121,0.549,74,8
"628","HH0509",51,346,2,402.5,2580,5598.48,8580.98,3,1,38,107,0.555,-0.338,0.808,0.923,10398.8095646849,476.207675709477,2993.50558442187,7152.84220719749,0.263939131677229,0.226845579918875,64,0.348932590834701,0.299183770278146,31,0.28866811946978,0.237993158808145,8082.90831081081,10264.1328430444,0.373628378378378,7430.6075,10364.2783011121,0.549,74,8
"629","HH0510",51,346,3,1505,4985,10171.79,16661.79,NA,1,62,107,1.319,0.482,1.522,1.716,15348.6989046251,1465.26611620189,5011.0148953115,10522.330371921,0.263939131677229,0.226845579918875,64,0.348932590834701,0.299183770278146,31,0.28866811946978,0.237993158808145,8082.90831081081,10264.1328430444,0.373628378378378,7430.6075,10364.2783011121,0.549,74,2
"630","HH0511",51,346,2,1255,460,4506.765,6221.765,2,1,40,107,-0.064,0.486,-1.031,0.483,7330.50076879924,1473.08883193927,522.85206864522,5657.33456168675,0.263939131677229,0.226845579918875,64,0.348932590834701,0.299183770278146,31,0.28866811946978,0.237993158808145,8082.90831081081,10264.1328430444,0.373628378378378,7430.6075,10364.2783011121,0.549,74,10
"631","HH0511",51,346,3,2075,870,4220.43,7165.43,3,1,46,107,0.111,0.727,-0.449,0.34,8118.86911977377,2061.10961987159,1002.75543775138,5221.04272629907,0.263939131677229,0.226845579918875,64,0.348932590834701,0.299183770278146,31,0.28866811946978,0.237993158808145,8082.90831081081,10264.1328430444,0.373628378378378,7430.6075,10364.2783011121,0.549,74,10
"632","HH0512",51,346,2,260,2520,5405.86,8185.86,4,1,35,107,0.668,-0.591,0.887,1.046,11043.5480833251,333.447225350216,3176.73197094361,7616.7221649635,0.263939131677229,0.226845579918875,64,0.348932590834701,0.299183770278146,31,0.28866811946978,0.237993158808145,8082.90831081081,10264.1328430444,0.373628378378378,7430.6075,10364.2783011121,0.549,74,7
