"","HHId","ComunID","Round","Animals.value","TraditionalAssets.value","IndustrialAssets.value","Total.value","Nfields","HHmale","HHAge","route.distance.SB","ComunSize","HHSize"
"974","HH0806",81,2,2570,3295,9891.89,15756.89,2,1,49,29,272,9
"975","HH0807",81,3,19875,580,4138.85,24593.85,NA,1,37,29,272,5
"976","HH0808",81,2,417.5,735,2638.9,3791.4,3,1,27,29,272,4
"977","HH0808",81,3,550,490,6102.705,7142.705,NA,1,34,29,272,4
"978","HH0809",81,3,75,510,466.8,1051.8,NA,1,26,29,272,2
"979","HH0810",81,2,1780,460,6291.405,8531.405,5,1,30,29,272,4
"980","HH0811",81,2,40,620,2742.65,3402.65,2,1,45,29,272,9
"981","HH0811",81,3,850,510,1832.46,3192.46,3,1,51,29,272,9
"982","HH0812",81,3,330,690,4068.525,5088.525,NA,1,23,29,272,3
"983","HH0812",81,2,10685,590,618.495000000001,11893.495,NA,1,17,29,272,3
"984","HH0813",81,2,842.5,2620,5463.34,8925.84,3,1,51,29,272,9
"985","HH0814",81,2,1335,3000,5823.89,10158.89,2,1,64,29,272,3
"986","HH0815",81,3,50070,440,2947.72,53457.72,2,1,44,29,272,7
"987","HH0815",81,2,555,770,5742.375,7067.375,5,1,37,29,272,7
"988","HH0816",81,3,42515,380,5832.465,48727.465,3,1,51,29,272,5
"989","HH0816",81,2,17305,695,4943.02,22943.02,3,1,44,29,272,5
"990","HH0817",81,2,2380,1440,2413.78,6233.78,NA,1,35,29,272,9
"991","HH0818",81,2,160,420,1746.05,2326.05,4,1,35,29,272,3
"992","HH0819",81,2,4095,1495,2337.875,7927.875,3,1,24,29,272,5
"993","HH0820",81,2,28250,1280,6052.955,35582.955,6,1,63,29,272,9
"994","HH0821",81,3,1090,320,578.63,1988.63,NA,1,26,29,272,4
"995","HH0822",81,3,110,50,720.72,880.72,NA,1,26,29,272,1
"996","HH0823",81,3,422.5,180,764.32,1366.82,NA,1,29,29,272,3
"997","HH0824",81,3,445,330,461.59,1236.59,1,0,67,29,272,1
"998","HH0825",81,3,0,410,457.425,867.425,NA,1,18,29,272,3
"999","HH0826",81,3,675,620,1904.19,3199.19,NA,1,22,29,272,4
"1000","HH0827",81,2,107.5,2175,2273.595,4556.095,NA,1,32,29,272,6
"1001","HH0828",81,3,732.5,360,1324.445,2416.945,0,0,71,29,272,1
"1002","HH0829",81,2,55,450,301.83,806.83,NA,1,22,29,272,3
"1003","HH0830",81,3,112.5,770,1654.99,2537.49,NA,1,24,29,272,3
"1004","HH0831",81,2,14215,470,5000.27,19685.27,3,1,30,29,272,6
"1005","HH0831",81,3,14157.5,4808,3352.892,22318.392,NA,1,36,29,272,6
"1006","HH0832",81,3,220,50,689.52,959.52,NA,1,21,29,272,5
"1007","HH0833",81,2,2210,1790,4760.66,8760.66,3,1,30,29,272,9
"1008","HH0834",81,3,350,440,2206.87,2996.87,NA,1,40,29,272,7
"1009","HH0835",81,3,512.5,490,1559.22,2561.72,NA,1,27,29,272,3
"1010","HH0836",81,2,92.5,230,3325.91,3648.41,2,1,38,29,272,3
"1011","HH0837",81,3,440,2580,4730.195,7750.195,0,1,67,29,272,2
"1012","HH0838",81,2,150,720,754.53,1624.53,4,1,27,29,272,5
"1013","HH0839",81,3,550,1060,2143.85,3753.85,2,1,44,29,272,7
"1014","HH0840",81,3,330,760,998.905,2088.905,NA,1,22,29,272,2
"1015","HH0841",124,3,20,730,5680.7,6430.7,NA,1,38,35,141,2
"1016","HH0842",124,3,1585,915,859.47,3359.47,NA,1,33,35,141,2
"1017","HH0843",124,3,540,640,2127.29,3307.29,NA,1,60,35,141,2
"1018","HH0844",124,3,182.5,410,347.755,940.255,NA,1,26,35,141,5
"1019","HH0845",124,3,2230,390,4098.83,6718.83,NA,1,24,35,141,2
"1020","HH0846",124,3,720,630,5297.235,6647.235,NA,1,35,35,141,2
"1021","HH0847",124,3,17.5,50,619.28,686.78,NA,1,28,35,141,2
"1022","HH0848",124,3,545,60,437.495,1042.495,NA,1,19,35,141,4
"1023","HH0849",124,3,500,460,6938.395,7898.395,NA,1,25,35,141,2
"1024","HH0850",124,3,11945,1680,6931.34,20556.34,NA,1,43,35,141,2
"1025","HH0851",124,3,5892.5,740,4739.07,11371.57,NA,1,26,35,141,2
"1026","HH0852",124,3,12495,430,3335.885,16260.885,NA,1,43,35,141,2
"1027","HH0853",124,3,365,530,2135.64,3030.64,NA,1,39,35,141,2
"1028","HH0854",124,3,795,470,1871.69,3136.69,NA,1,28,35,141,2
"1029","HH0855",124,3,3747.5,440,2923.675,7111.175,NA,1,30,35,141,2
"1030","HH0856",124,3,0,720,1883.35,2603.35,NA,0,78,35,141,2
"1031","HH0857",124,3,2480,2880,5241.35,10601.35,NA,1,65,35,141,2
"1032","HH0858",124,3,3827.5,330,1655.85,5813.35,NA,1,32,35,141,2
"1033","HH0859",124,3,3835,1630,2254.735,7719.735,NA,1,39,35,141,2
"1034","HH0860",124,3,1407.5,530,4737.82,6675.32,NA,0,55,35,141,2
"1035","HH0861",111,2,215,670,586.09,1471.09,2,1,72,93,45,2
"1036","HH0862",111,2,200,560,996.955,1756.955,NA,1,38,93,45,7
"1037","HH0863",111,2,655,630,3468.66,4753.66,5,1,41,93,45,8
"1038","HH0864",111,2,745,570,5593.52,6908.52,2,1,45,93,45,3
"1039","HH0865",111,2,255,660,287.06,1202.06,NA,0,67,93,45,4
"1040","HH0866",111,2,0,900,4088.715,4988.715,2,1,40,93,45,3
"1041","HH0867",111,2,305,1030,576.245,1911.245,3,1,62,93,45,4
"1042","HH0868",111,2,2657.5,320,261.55,3239.05,NA,1,25,93,45,4
"1043","HH0869",111,2,0,580,407.205,987.205,2,0,58,93,45,6
"1044","HH0870",111,2,1185,1180,3286.475,5651.475,2,1,57,93,45,3
"1045","HH0871",111,2,217.5,770,4249.49,5236.99,NA,1,33,93,45,6
